 confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,Filename
0.875,0,0,0.7,0,1.19,2,2.55,0.52,0.86,1.38,0.38,0,1.58,0.12,0.24,0.7,0.08,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,Training_61070305.csv 
0.875,0.51,0,0.62,1.41,0.2,0.48,0.25,0.41,0,1.07,0.34,2.05,2.29,0.13,0.3,0.66,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,Training_6107801.csv 
0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Training_61145853.csv 
0,2.05,1.76,0,1.46,0,0,0,0.35,1.27,0,0.18,0.83,0.77,1.01,0.12,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,Training_61297982.csv 
0.875,3.01,1.89,0,1.19,0,0.16,0,0,0,0,0.86,0,0.72,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Training_61304098.csv 
0.875,1.31,1.95,1.58,1.98,0.52,0,0.44,0.6,0,0.33,0.25,0.86,0.84,0,0,0.01,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,Training_61335650.csv 
0.875,0.35,0.47,0.78,0.21,0,0,0.06,0.3,0.09,1.66,0.3,0.89,0.45,0.2,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,Training_61368107.csv 
0,0,0.04,0,0.59,0.05,0.5,0.45,0.32,0.4,0.13,1.24,0.94,0,0.09,0,1.61,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,Training_61409761.csv 
0.925,0.31,0.83,0,1.41,0,0,0.21,0,0.43,0.41,0,0,0.74,0,0.38,0.11,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Training_61421959.csv 
0.875,1.84,1,0,1,0.67,2.75,0.74,0.76,0.79,0,1.25,0.47,0,0,0.28,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,Training_61436455.csv 
0.775,0,0.47,0,0.05,0,0,0,0,0.86,0.41,0,0,0.4,0,0.18,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,Training_61468663.csv 
0.875,1.24,0.47,0,1.63,0,0,0.07,0,0.27,0,0.01,1.58,0.1,0,0.89,1.48,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Training_6149980.csv 
0.875,1.98,0,0,0,0.08,0,0,0,0,0.29,0.34,0,0,0,0,0.51,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Training_61517498.csv 
0.925,0.11,0,0.31,0,0.13,0,0,0.11,0.24,0.59,0.47,0,1.07,0,0.58,0.75,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,Training_61545130.csv 
0.875,0.17,0.37,0,0.07,0.82,0.15,1.32,0,0.4,0.73,0.04,0.23,1.99,0,0,0.24,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,Training_61572347.csv 
0.925,0,0,0.75,0,1.61,0.54,2.07,2.83,0.99,0.48,0,0.31,1.29,0,0.36,0,0.79,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,Training_61590978.csv 
0.875,0,0,0,0,0,0,0,0,0,1.51,0,0,0.54,0,0,0,0.12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Training_61607854.csv 
0.875,1.24,0.61,0,0.73,0,0.41,0,2.02,0.74,0,0,1.39,0.65,0,0.35,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,Training_61635098.csv 
0.975,0,0,0,0.59,0,0,0,0,0,0,0.07,0,0.38,0,0,0,0.21,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Training_6165142.csv 
0.875,0.09,0,0,1.4,0,0.05,0,0,0,0,0.75,0.16,0.23,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Training_61821840.csv 
0.925,0.72,0.48,0.68,0,0.05,0,0.17,0.99,0,0,0.05,0,0,0,0.32,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training_6195473.csv 
0.875,1.25,0,0,0,0.43,0.61,0,0.22,1.08,0.68,0,0,0.73,0,0.62,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,Training_61966487.csv 
0,0.01,0,0,0.9,0.38,0.52,0,0.1,0.34,0,0.4,0,0.9,0.07,0.32,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,Training_61974068.csv 
0.875,1.5,0.84,0,0.81,0,0,0,0.19,0.14,0,0,0,0.16,0,0,0.3,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,Training_62024343.csv 
0.875,0.55,0,0.62,2.22,0.76,0.31,0,0.89,0.63,0.47,0.43,0.26,1.15,0,0.3,0.94,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,Training_62130275.csv 
0.925,0.45,0,0.31,0.55,0,0.75,0,0,0,0.44,0.51,0,1.08,0,0,0,0.28,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Training_62136805.csv 
0.875,0.69,0.14,0.59,0.56,0,0,0,0,0.62,2.23,0,0.33,2.58,0,0,1.25,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,Training_62210954.csv 
0.875,0,0,0,0.69,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,Training_62216848.csv 
0.875,1.63,0,1.5,0.97,0,0,0,0,0.5,0,0,0,1.61,0,0.26,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Training_62258157.csv 
0.925,0.72,0,0,1.24,0,1,0,0.13,0,0,0.5,0,0.32,0,0.72,1.68,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,Training_62262669.csv 
0.875,1.82,1.94,0,2.87,0,0,0,0,0,0.89,0,1.26,0.15,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Training_62301677.csv 
0.875,0.01,0,0.07,0,1.27,1.83,0.58,1.21,0.23,0,0.67,0.34,0,0,0.13,1.41,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,Training_62321174.csv 
0.975,0.44,0,0,0.04,0,0,0,0,0,0,0.93,0,1.05,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,Training_62480603.csv 
0.875,1.63,0,1.5,0.97,0,0,0,0,0.5,0,0,0,1.61,0,0.26,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Training_62589694.csv 
0.925,0.53,0,0,0,0,0,0,0,0,0,0.47,0,0.15,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,Training_62711791.csv 
0.875,0.04,0,0.91,1.58,0,0,0,0.7,0,0,1.11,0.7,0,0,0.13,0,0.02,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Training_62762520.csv 
0.875,1.06,0.41,0.06,1.39,0,0,0,0,0.33,0,0.21,0.87,0,0,0.95,1.49,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Training_6281192.csv 
0,0,0,1.05,0,0.35,1.95,1.61,0.51,0.27,0.15,0.55,0.62,0.41,0,0,0.99,0.06,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,Training_6293004.csv 
0.875,0.44,0,0.6,0,0.12,1.03,0.6,0.19,0.48,0.23,0.4,0,0.47,0,0.31,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,Training_62983871.csv 
0,0.37,0,0,1.59,0,0,0.23,0,0,0,1.22,0,1.34,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,Training_6300419.csv 
0.875,1.1,1.08,0.79,1.23,0.85,1.43,0.68,1.09,0.31,0.54,0.56,0.93,1.14,0,0.4,0.58,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,Training_63023938.csv 
0.975,0.23,0.35,0,1.22,0,0,0,0,0.22,0,0,0,1.3,0,0.21,0.95,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Training_63033728.csv 
0.975,0.71,0,0.23,0,0.07,0,0.11,0.53,1.05,1.2,0.23,0,1.08,0,1.36,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,Training_63053875.csv 
0.875,1.02,0,0.27,0,0.09,1.88,0,0.01,0.56,0,0,0,0.44,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,Training_63062035.csv 
0,0.51,0,0.84,1.56,0.62,1.59,0.1,0,0,0,0.13,0,1.38,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Training_630805.csv 
0.925,0,0,0.15,0,0,0.41,0,0,0,0,0,0,0.91,0,0,0,0.04,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,Training_6314771.csv 
0.875,1.11,0.06,0,2.08,0,0,0,0.65,0,0.53,0,0.22,0.54,0.16,0,1.98,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,Training_6323697.csv 
0.875,0,0,0,0,0.29,0.09,0,0.19,0.79,1.07,0.34,0.2,0.48,0,0,1.05,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,Training_63282270.csv 
0.925,0.56,0,0,0,1.01,1.94,0.57,0,0.81,0,0.16,0,0.94,0.31,0.05,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,Training_6342560.csv 
0.875,1.42,0.34,1,1.81,0,0,0,0.25,0,0.09,0,0,0,0,0,0,0.05,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Training_63433469.csv 
0.975,0.95,1.1,0,0.76,0.26,0,0,0,0,0.26,1.29,0.59,0.62,0.19,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,Training_63473244.csv 
0.975,0.49,0.29,0.63,0.62,0.62,0.4,1.02,0,0,0.31,0.83,2.09,0.49,0.59,0,1.63,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,Training_63475428.csv 
0,1.55,0.54,0,3,0,0,0,0,0,0.07,0,2.2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Training_63558847.csv 
0.975,0,0,0,0,0,0,0.05,0,0,0.31,0.27,0,0.49,0.26,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,Training_63560613.csv 
0.875,0.52,1.14,0,2.06,0,0,0,0,0.03,0,0.42,0,0,0,0,0.08,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training_6358706.csv 
0.875,0.74,0,0.96,0,0.25,0,0,0.48,0.9,0,0.6,0,0,0,0.38,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,Training_63595323.csv 
0.825,0,0,0.29,1.33,0,0.68,0,0,0.46,0,0,0,1.16,0,0.55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training_63612160.csv 
0.875,0.14,0,1.01,0,0.63,0.37,1.21,0.42,0.38,0.77,0,0,0.48,0,0.46,0.28,0.1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,Training_63615840.csv 
0.875,1.34,0.19,0.79,2.04,0,0,0,0,0,0,0,0,0,0,0,0.75,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Training_63701301.csv 
0.525,0,0,0,0.89,0,0,0.68,0,0.19,0,0.5,0.27,0.77,0.46,0.07,0.46,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,Training_63767429.csv 
0.925,0.36,0,0,0.88,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,Training_63890692.csv 
0.875,0.14,0,0,0.02,1.38,2.05,0.77,0,0.36,0,0.9,0.97,0.87,0,0,0.75,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,Training_63893915.csv 
0.975,0.09,0,1.47,0.09,0.93,3.24,0.37,1.04,1.77,1.4,0.42,0,0.89,0,1.05,0.78,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,Training_63977144.csv 
0.875,1.62,0.71,2.02,0.97,0.24,1.38,0,0.11,0.25,0.53,0.11,0.73,0.81,0,0,1.4,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,Training_64029276.csv 
0.925,0,0,0,0,0,0.73,0,0.27,0,0.25,0.02,0,1.25,0,0,0,0.66,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,Training_64048399.csv 
0,0.31,0,0.17,1.63,0,0,0,0.09,0,0.44,0.26,0.65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Training_64099735.csv 
0.875,0.6,0,0,1,0,0,0,0.16,0.34,0,0,0.87,0,0.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,Training_64117920.csv 
0.875,0.88,0.02,0,1.12,0,0.16,0.1,1,0.72,0.49,0.14,0.23,0.89,0.09,0.7,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,Training_64127482.csv 
0.875,0,0,0.59,0,0.91,0.96,0.71,0.09,0.32,0,0,0,0,0,0.07,0,0.56,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,Training_64246079.csv 
0.875,1.48,1.44,0.11,0,0,0,0,0,0,0,0.8,0,0.77,0,0,0.67,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,Training_64258163.csv 
0.875,1.43,0,1.09,0.38,0,0,0,0,0.48,0,0,0,1.49,0,0.25,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Training_64288961.csv 
0.875,1.05,0,0.26,2.12,0,0,0,0.88,0.95,1.53,0.61,0,0,0,1.22,2.07,0.19,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,Training_6437248.csv 
0,0.06,0,0.4,1.13,0.73,0,2.4,0,0,0,0.41,0.44,0.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Training_64400368.csv 
0,0.45,0.38,0,2.6,0.36,1.51,0,0.2,1.64,0,0.7,1.28,0.86,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,Training_64471799.csv 
0.875,1.28,0.67,0.38,1.63,0.02,0,0,0.29,0,0.95,0,0.28,1.14,0,0,0.86,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,Training_64612877.csv 
0.875,0,0,0.15,0.29,0,0,0.83,0.27,0,0,1.67,0,0.71,0,0,0.59,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,Training_64655765.csv 
0.875,0,0,0,1.16,0.65,0.09,0.58,1.13,0.37,0,0.61,0,1.95,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,Training_64674978.csv 
0.975,1.93,1.01,2.14,2.21,0.05,0,0,1.07,0.35,3.47,0,1.18,1.09,0,0.58,1.82,0.36,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,Training_64716223.csv 
0.875,1.72,1.39,0,0,0,0,0,0,0,0.62,0,0,1.21,0,0.48,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Training_64733718.csv 
0.025,0.62,0.64,0,0.95,0.15,0,0,0,0.47,1.2,0.09,1.13,2.08,0,0,1.1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Training_64738091.csv 
0.975,0.13,0.18,1.15,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training_64762852.csv 
0,0.94,0,0.76,1.33,0,0,0,0.58,0,0.02,0,0,1.05,0.06,0,0,0.1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Training_64768870.csv 
0.875,1.14,0,0.21,0,0,0.97,0,0,0,0,0.32,0.87,0,0.56,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,Training_64851607.csv 
0.875,0,0,0,0.95,0,0,0,0,0,0,0,0,0.91,0,0.23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Training_64927151.csv 
0.825,0,0,0,0.78,0,0,0.17,0,0,0.41,0.47,0,0.15,0,0,0.7,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,Training_65061192.csv 
0.875,0,0,0.13,1.79,0.03,0,0.53,0.23,0,0.42,0.5,0.15,0.28,0,0.27,0.58,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,Training_6507114.csv 
0.875,0.65,0,0,0,0.38,1.21,0,0.75,1.2,1.73,0,0,0.58,0,1.26,0.17,0.68,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,Training_65087261.csv 
0.875,0,0,1.19,0,0.14,0.3,0,0,0.45,0,0,0,0.88,0,0.52,0.34,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Training_65127450.csv 
0.825,1.87,0,0.35,0,0.86,0,0.98,0.78,0,0,0.38,0,2.15,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,Training_65136110.csv 
0.875,2.14,0.71,1.48,0.24,0.13,1.36,0.53,1.06,0,0.74,0.22,0.6,0.36,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,Training_65191546.csv 
0.925,0.85,0.29,0,2.02,0,0,0,0.44,0,0,0,2.46,0.73,1.41,0,0.39,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,Training_65276779.csv 
0.875,0.65,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Training_65323777.csv 
0.875,1.31,1.95,1.58,1.98,0.52,0,0.44,0.6,0,0.33,0.25,0.86,0.84,0,0,0.01,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,Training_65366152.csv 
0.875,0.08,0,0,0,0,0.67,0.14,0,0,0,0.91,0,0,0.02,0.1,0.24,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Training_65376210.csv 
0,0.2,0.16,1.79,0.72,1.06,2.14,0.82,0.15,0.11,0.89,0,0.25,1.28,0.2,0.16,1.15,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,Training_65465681.csv 
0.875,0.21,0,0.94,0,1.45,1.12,1.43,1.06,0.27,1.54,0,1.22,1.41,0.28,0,0.96,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,Training_65476433.csv 
0.875,1.56,0.57,0.91,1.11,0,0,0,0.42,0.05,1.02,0,0,0,0,0.61,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Training_65517430.csv 
0.875,0.03,0.14,0,0.12,0,0,0.14,0.43,0.87,0,0,0,1.65,0,1.05,0,0.26,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,Training_65561256.csv 
0,0,0,0,1.23,0.56,0.63,0.81,0,0,0,0.63,0.08,1.78,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,Training_65590226.csv 
0.875,0,0,0.62,1.4,0.65,2.05,1.31,0.72,0.5,0,0.46,0.26,0,0,0,0.69,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,Training_6562066.csv 
0.875,0.74,0,0.96,0,0.25,0,0,0.48,0.9,0,0.6,0,0,0,0.38,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,Training_6570306.csv 
0.975,0,0,0,0,0,0.01,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Training_65711776.csv 
0.775,0,0,0,1.25,0,0,0.1,0,0,0,0.8,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Training_65742283.csv 
0.875,0.91,0.23,0,1.31,0,0,0,0,0.13,0,0,1.31,0,0,0.78,0.8,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Training_65820611.csv 
0.875,0,0,0,0,0,0,0,0.55,0,0.14,0,0.01,0.48,0.89,0,0.19,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,Training_65923733.csv 
0.025,0.98,0,1.05,0.61,0,0,4.15,0,0,0,3.59,5,0.56,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Training_65968117.csv 
0.875,0.94,0,0.1,1.87,0.48,0.23,0,0,0.52,0,0.8,0,1.38,0,0.52,0.87,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,Training_66219669.csv 
0.975,0,0,0.36,0,0,0.31,0.15,0,0,0,0.05,0,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,Training_66251173.csv 
0.875,0.66,0,0,2.48,0,0.61,0,0,0,0,0.18,0.69,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training_66264474.csv 
0.925,0,0.43,1.61,0,0,0,0,0.13,0,0.5,0.19,1.17,0,0.12,0,0.78,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,Training_6627910.csv 
0.875,0.68,0.12,2.01,0,0.06,1.43,0.76,0.52,0,0,0.42,0.91,0.48,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,Training_66291773.csv 
0.925,1.13,0,3.14,0,0.65,2.11,0.27,0.23,1.56,1.12,0,0.38,0.29,0,1.26,0.43,0.79,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,Training_66316008.csv 
0.875,1.23,0,1.93,0,0,1.01,0.49,0.47,0.05,0.09,0,0.43,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,Training_66355016.csv 
0.875,0.21,0,0,1.29,0.1,0.1,0.19,0,0,0,0.19,0,0.97,0,0,0.15,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,Training_66357584.csv 
0.025,0,0.34,0.14,0.56,0.53,0,0.65,0.03,0,0,1.06,0.3,0.37,0.14,0,1.06,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,Training_66358760.csv 
0.875,1.11,1.4,0,1.29,0,0,0.05,0.58,0.86,0.02,0.79,0.86,0.64,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,Training_66361270.csv 
0.875,0.94,0.05,0.11,1.65,0,0,0.01,0.89,0.25,1.86,0.94,0.57,0,0.42,0.22,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,Training_6639246.csv 
0.875,1.04,0.28,1.96,0.16,1.37,2.17,0.91,0.47,0.29,0.26,0,0,0.72,0,0.34,0.51,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,Training_66399541.csv 
0.925,0.45,0,2.11,0,0,0,0,0.88,0,1.13,0.72,0.27,0,0,0,0.8,0.05,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,Training_6645824.csv 
0.875,0,0,0.75,0,0.68,2.2,1.8,1.42,1.07,1.18,0.28,0,1.28,0,0.75,0.25,0.4,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,Training_66633565.csv 
0.875,0.09,0,0.5,0,0,0,0.66,0,0,0,0.11,0,0.23,0,0,1.33,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Training_66726285.csv 
0.975,0,0,0.86,0.36,0.8,1.01,0.57,2.43,0.39,1.04,0.52,0.43,0.03,0,0.54,0,0.95,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,Training_66870066.csv 
0.975,0,0,0,0,0,2.17,0.15,0,0,0.28,0,0.33,0.31,0.02,0,0.43,0.64,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,Training_66880356.csv 
0.875,0.31,0.67,0,2.57,0,0,0,0,0.82,0.19,0,0,0,0.24,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,Training_6691164.csv 
0.875,1.28,0.18,0,2.26,0,0,0,0,0,0,0.44,0,0.03,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Training_66928499.csv 
0.875,0,0,0,0.39,0,0,0.34,0,0.21,0,0.24,0.72,1.06,0.06,0,0.59,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,Training_67036463.csv 
0.975,0.28,0,0.33,0,0,1.88,0,0,0,0.63,0,0,0.79,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,Training_67152452.csv 
0.875,0,0,1.13,0,0.34,0.93,0,0,0.86,0.52,0,1.69,1.31,0.55,0.05,0.51,0.89,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,Training_67156583.csv 
0.875,1.92,0.69,0,0.18,0,0,0,0,0.34,0.93,1.28,0.63,0,0,0.28,0.08,1.36,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,Training_67192694.csv 
0.875,0.77,0.06,0,1.57,0.05,0.19,0.11,1.92,0.31,0,1.08,2.13,0,0,0,0.08,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,Training_67224906.csv 
0,0,0,0,1.33,0,0,0.85,0.53,0,0,1.07,0.76,0.22,0.43,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,Training_67301901.csv 
0,0,0,0,0,0,0.82,0,0.45,0,0.47,0.78,0.44,0.33,0,0,0.12,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Training_6730909.csv 
0,0,0,0.07,0,0,0.97,0,0,0,0,0,0,0.36,0,0,0,0.41,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Training_67402580.csv 
0,0.01,0,0,0.43,0,0,0,0,0,0,0.69,0.05,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Training_67433032.csv 
0,0,0,1.61,0.54,0.79,1.16,2.06,1.38,0.54,0.88,0.94,1.4,1.36,0,0,0.44,0.27,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,Training_67477638.csv 
0,0,0,0.04,0,0,0.22,0,0,0.96,0,0,0,0,0,0.63,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,Training_67522276.csv 
